source,target,year
301391,GM1651,2021
301392,GM0770,2010
301393,GM0770,2011
301394,GM0770,2012
301395,GM0770,2013
301396,GM0770,2014
301397,GM0770,2015
301398,GM0770,2016
301399,GM0770,2017
301400,GM0770,2018
301401,GM0770,2019
301402,GM0770,2020
301403,GM0770,2021
301404,GM0905,2010
301405,GM0905,2011
301406,GM0905,2012
301407,GM0905,2013
301408,GM0905,2014
301409,GM0905,2015
301410,GM0905,2016
301411,GM0905,2017
301412,GM0905,2018
301413,GM0905,2019
301414,GM0905,2020
301415,GM0905,2021
301416,GM1903,2010
301417,GM1903,2011
301418,GM1903,2012
301419,GM1903,2013
301420,GM1903,2014
301421,GM1903,2015
301422,GM1903,2016
301423,GM1903,2017
301424,GM1903,2018
301425,GM1903,2019
301426,GM1903,2020
301427,GM1903,2021
301428,GM0772,2010
301429,GM0772,2011
301430,GM0772,2012
301431,GM0772,2013
301432,GM0772,2014
301433,GM0772,2015
301434,GM0772,2016
301435,GM0772,2017
301436,GM0772,2018
301437,GM0772,2019
301438,GM0772,2020
301439,GM0772,2021
301440,GM0230,2010
301441,GM0230,2011
301442,GM0230,2012
301443,GM0230,2013
301444,GM0230,2014
301445,GM0230,2015
301446,GM0230,2016
301447,GM0230,2017
301448,GM0230,2018
301449,GM0230,2019
301450,GM0230,2020
301451,GM0230,2021
301452,GM0114,2010
301453,GM0114,2011
301454,GM0114,2012
301455,GM0114,2013
301456,GM0114,2014
301457,GM0114,2015
301458,GM0114,2016
301459,GM0114,2017
301460,GM0114,2018
301461,GM0114,2019
301462,GM0114,2020
301463,GM0114,2021
301464,GM0388,2010
301465,GM0388,2011
301466,GM0388,2012
301467,GM0388,2013
301468,GM0388,2014
301469,GM0388,2015
301470,GM0388,2016
301471,GM0388,2017
301472,GM0388,2018
301473,GM0388,2019
301474,GM0388,2020
301475,GM0388,2021
301476,GM0153,2010
301477,GM0153,2011
301478,GM0153,2012
301479,GM0153,2013
301480,GM0153,2014
301481,GM0153,2015
301482,GM0153,2016
301483,GM0153,2017
301484,GM0153,2018
301485,GM0153,2019
301486,GM0153,2020
301487,GM0153,2021
301488,GM0232,2010
301489,GM0232,2011
301490,GM0232,2012
301491,GM0232,2013
301492,GM0232,2014
301493,GM0232,2015
301494,GM0232,2016
301495,GM0232,2017
301496,GM0232,2018
301497,GM0232,2019
301498,GM0232,2020
301499,GM0232,2021
301500,GM0233,2010
301501,GM0233,2011
301502,GM0233,2012
301503,GM0233,2013
301504,GM0233,2014
301505,GM0233,2015
301506,GM0233,2016
301507,GM0233,2017
301508,GM0233,2018
301509,GM0233,2019
301510,GM0233,2020
301511,GM0233,2021
301512,GM0777,2010
301513,GM0777,2011
301514,GM0777,2012
301515,GM0777,2013
301516,GM0777,2014
301517,GM0777,2015
301518,GM0777,2016
301519,GM0777,2017
301520,GM0777,2018
301521,GM0777,2019
301522,GM0777,2020
301523,GM0777,2021
301524,GM1722,2010
301525,GM1722,2011
301526,GM1722,2012
301527,GM1722,2013
301528,GM1722,2014
301529,GM1722,2015
301530,GM1722,2016
301531,GM1722,2017
301532,GM1722,2018
301533,GM1722,2019
301534,GM1722,2020
301535,GM1722,2021
301536,GM0070,2010
301537,GM0070,2011
301538,GM0070,2012
301539,GM0070,2013
301540,GM0070,2014
301541,GM0070,2015
301542,GM0070,2016
301543,GM0070,2017
301544,GM0070,2018
301545,GM0070,2019
301546,GM0070,2020
301547,GM0070,2021
301548,GM1921,2010
301549,GM1921,2011
301550,GM1921,2012
301551,GM1921,2013
301552,GM1921,2014
301553,GM1921,2015
301554,GM1921,2016
301555,GM1921,2017
301556,GM1921,2018
301557,GM1921,2019
301558,GM1921,2020
301559,GM1921,2021
301560,GM1940,2010
301561,GM1940,2011
301562,GM1940,2012
301563,GM1940,2013
301564,GM1940,2014
301565,GM1940,2015
301566,GM1940,2016
301567,GM1940,2017
301568,GM1940,2018
301569,GM1940,2019
301570,GM1940,2020
301571,GM1940,2021
301572,GM0653,2010
301573,GM0653,2011
301574,GM0653,2012
301575,GM0653,2013
301576,GM0653,2014
301577,GM0653,2015
301578,GM0653,2016
301579,GM0653,2017
301580,GM0653,2018
301581,GM0653,2019
301582,GM0653,2020
301583,GM0653,2021
301584,GM0779,2010
301585,GM0779,2011
301586,GM0779,2012
301587,GM0779,2013
301588,GM0779,2014
301589,GM0779,2015
301590,GM0779,2016
301591,GM0779,2017
301592,GM0779,2018
301593,GM0779,2019
301594,GM0779,2020
301595,GM0779,2021
301596,GM0236,2010
301597,GM0236,2011
301598,GM0236,2012
301599,GM0236,2013
301600,GM0236,2014
301601,GM0236,2015
301602,GM0236,2016
301603,GM0236,2017
301604,GM0236,2018
301605,GM0236,2019
301606,GM0236,2020
301607,GM0236,2021
301608,GM1771,2010
301609,GM1771,2011
301610,GM1771,2012
301611,GM1771,2013
301612,GM1771,2014
301613,GM1771,2015
301614,GM1771,2016
301615,GM1771,2017
301616,GM1771,2018
301617,GM1771,2019
301618,GM1771,2020
301619,GM1771,2021
301620,GM1652,2010
301621,GM1652,2011
301622,GM1652,2012
301623,GM1652,2013
301624,GM1652,2014
301625,GM1652,2015
301626,GM1652,2016
301627,GM1652,2017
301628,GM1652,2018
301629,GM1652,2019
301630,GM1652,2020
301631,GM1652,2021
301632,GM0907,2010
301633,GM0907,2011
301634,GM0907,2012
301635,GM0907,2013
301636,GM0907,2014
301637,GM0907,2015
301638,GM0907,2016
301639,GM0907,2017
301640,GM0907,2018
301641,GM0907,2019
301642,GM0907,2020
301643,GM0907,2021
301644,GM0689,2010
301645,GM0689,2011
301646,GM0689,2012
301647,GM0689,2013
301648,GM0689,2014
301649,GM0689,2015
301650,GM0689,2016
301651,GM0689,2017
301652,GM0689,2018
301653,GM0689,2019
301654,GM0689,2020
301655,GM0689,2021
301656,GM0784,2010
301657,GM0784,2011
301658,GM0784,2012
301659,GM0784,2013
301660,GM0784,2014
301661,GM0784,2015
301662,GM0784,2016
301663,GM0784,2017
301664,GM0784,2018
301665,GM0784,2019
301666,GM0784,2020
301667,GM0784,2021
301668,GM0511,2010
301669,GM0511,2011
301670,GM0511,2012
301671,GM0511,2013
301672,GM0511,2014
301673,GM0511,2015
301674,GM0511,2016
301675,GM0511,2017
301676,GM0511,2018
301677,GM0511,2019
301678,GM0511,2020
301679,GM0511,2021
301680,GM1924,2010
301681,GM1924,2011
301682,GM1924,2012
301683,GM1924,2013
301684,GM1924,2014
301685,GM1924,2015
301686,GM1924,2016
301687,GM1924,2017
301688,GM1924,2018
301689,GM1924,2019
301690,GM1924,2020
301691,GM1924,2021
301692,GM0664,2010
301693,GM0664,2011
301694,GM0664,2012
301695,GM0664,2013
301696,GM0664,2014
301697,GM0664,2015
301698,GM0664,2016
301699,GM0664,2017
301700,GM0664,2018
301701,GM0664,2019
301702,GM0664,2020
301703,GM0664,2021
301704,GM0785,2010
301705,GM0785,2011
301706,GM0785,2012
301707,GM0785,2013
301708,GM0785,2014
301709,GM0785,2015
301710,GM0785,2016
301711,GM0785,2017
301712,GM0785,2018
301713,GM0785,2019
301714,GM0785,2020
301715,GM0785,2021
301716,GM1942,2010
301717,GM1942,2011
301718,GM1942,2012
301719,GM1942,2013
301720,GM1942,2014
301721,GM1942,2015
301722,GM1942,2016
301723,GM1942,2017
301724,GM1942,2018
301725,GM1942,2019
301726,GM1942,2020
301727,GM1942,2021
301728,GM0512,2010
301729,GM0512,2011
301730,GM0512,2012
301731,GM0512,2013
301732,GM0512,2014
301733,GM0512,2015
301734,GM0512,2016
301735,GM0512,2017
301736,GM0512,2018
301737,GM0512,2019
301738,GM0512,2020
301739,GM0512,2021
301740,GM0513,2010
301741,GM0513,2011
301742,GM0513,2012
301743,GM0513,2013
301744,GM0513,2014
301745,GM0513,2015
301746,GM0513,2016
301747,GM0513,2017
301748,GM0513,2018
301749,GM0513,2019
301750,GM0513,2020
301751,GM0513,2021
301752,GM0693,2010
301753,GM0693,2011
301754,GM0693,2012
301755,GM0693,2013
301756,GM0693,2014
301757,GM0693,2015
301758,GM0693,2016
301759,GM0693,2017
301760,GM0693,2018
301761,GM0693,2019
301762,GM0693,2020
301763,GM0693,2021
301764,GM0365,2010
301765,GM0365,2011
301766,GM0365,2012
301767,GM0365,2013
301768,GM0365,2014
301769,GM0365,2015
301770,GM0365,2016
301771,GM0365,2017
301772,GM0365,2018
301773,GM0365,2019
301774,GM0365,2020
301775,GM0365,2021
301776,GM0786,2010
301777,GM0786,2011
301778,GM0786,2012
301779,GM0786,2013
301780,GM0786,2014
301781,GM0786,2015
301782,GM0786,2016
301783,GM0786,2017
301784,GM0786,2018
301785,GM0786,2019
301786,GM0786,2020
301787,GM0786,2021
301788,GM0518,2010
301789,GM0518,2011
301790,GM0518,2012
301791,GM0518,2013
301792,GM0518,2014
301793,GM0518,2015
301794,GM0518,2016
301795,GM0518,2017
301796,GM0518,2018
301797,GM0518,2019
301798,GM0518,2020
301799,GM0518,2021
301800,GM0241,2010
301801,GM0241,2011
301802,GM0241,2012
301803,GM0241,2013
301804,GM0241,2014
301805,GM0241,2015
301806,GM0241,2016
301807,GM0241,2017
301808,GM0241,2018
301809,GM0241,2019
301810,GM0241,2020
301811,GM0241,2021
301812,GM0014,2010
301813,GM0014,2011
301814,GM0014,2012
301815,GM0014,2013
301816,GM0014,2014
301817,GM0014,2015
301818,GM0014,2016
301819,GM0014,2017
301820,GM0014,2018
301821,GM0014,2019
301822,GM0014,2020
301823,GM0014,2021
301824,GM0015,2010
301825,GM0015,2011
301826,GM0015,2012
301827,GM0015,2013
301828,GM0015,2014
301829,GM0015,2015
301830,GM0015,2016
301831,GM0015,2017
301832,GM0015,2018
301833,GM0015,2019
301834,GM0015,2020
301835,GM0015,2021
301836,GM1729,2010
301837,GM1729,2011
301838,GM1729,2012
301839,GM1729,2013
301840,GM1729,2014
301841,GM1729,2015
301842,GM1729,2016
301843,GM1729,2017
301844,GM1729,2018
301845,GM1729,2019
301846,GM1729,2020
301847,GM1729,2021
301848,GM0158,2010
301849,GM0158,2011
301850,GM0158,2012
301851,GM0158,2013
301852,GM0158,2014
301853,GM0158,2015
301854,GM0158,2016
301855,GM0158,2017
301856,GM0158,2018
301857,GM0158,2019
301858,GM0158,2020
301859,GM0158,2021
301860,GM0788,2010
301861,GM0788,2011
301862,GM0788,2012
301863,GM0788,2013
301864,GM0788,2014
301865,GM0788,2015
301866,GM0788,2016
301867,GM0788,2017
301868,GM0788,2018
301869,GM0788,2019
301870,GM0788,2020
301871,GM0788,2021
301872,GM0392,2010
301873,GM0392,2011
301874,GM0392,2012
301875,GM0392,2013
301876,GM0392,2014
301877,GM0392,2015
301878,GM0392,2016
301879,GM0392,2017
301880,GM0392,2018
301881,GM0392,2019
301882,GM0392,2020
301883,GM0392,2021
301884,GM0393,2010
301885,GM0393,2011
301886,GM0393,2012
301887,GM0393,2013
301888,GM0393,2014
301889,GM0393,2015
301890,GM0393,2016
301891,GM0393,2017
301892,GM0393,2018
301893,GM0393,2019
301894,GM0393,2020
301895,GM0393,2021
301896,GM0394,2010
301897,GM0394,2011
301898,GM0394,2012
301899,GM0394,2013
301900,GM0394,2014
301901,GM0394,2015
301902,GM0394,2016
301903,GM0394,2017
301904,GM0394,2018
301905,GM0394,2019
301906,GM0394,2020
301907,GM0394,2021
301908,GM1655,2010
301909,GM1655,2011
301910,GM1655,2012
301911,GM1655,2013
301912,GM1655,2014
301913,GM1655,2015
301914,GM1655,2016
301915,GM1655,2017
301916,GM1655,2018
301917,GM1655,2019
301918,GM1655,2020
301919,GM1655,2021
301920,GM0160,2010
301921,GM0160,2011
301922,GM0160,2012
301923,GM0160,2013
301924,GM0160,2014
301925,GM0160,2015
301926,GM0160,2016
301927,GM0160,2017
301928,GM0160,2018
301929,GM0160,2019
301930,GM0160,2020
301931,GM0160,2021
301932,GM0243,2010
301933,GM0243,2011
301934,GM0243,2012
301935,GM0243,2013
301936,GM0243,2014
301937,GM0243,2015
301938,GM0243,2016
301939,GM0243,2017
301940,GM0243,2018
301941,GM0243,2019
301942,GM0243,2020
301943,GM0243,2021
301944,GM0523,2010
301945,GM0523,2011
301946,GM0523,2012
301947,GM0523,2013
301948,GM0523,2014
301949,GM0523,2015
301950,GM0523,2016
301951,GM0523,2017
301952,GM0523,2018
301953,GM0523,2019
301954,GM0523,2020
301955,GM0523,2021
301956,GM0017,2010
301957,GM0017,2011
301958,GM0017,2012
301959,GM0017,2013
301960,GM0017,2014
301961,GM0017,2015
301962,GM0017,2016
301963,GM0017,2017
301964,GM0017,2018
301965,GM0017,2019
301966,GM0017,2020
301967,GM0017,2021
301968,GM0395,2010
301969,GM0395,2011
301970,GM0395,2012
301971,GM0395,2013
301972,GM0395,2014
301973,GM0395,2015
301974,GM0395,2016
301975,GM0395,2017
301976,GM0395,2018
301977,GM0395,2019
301978,GM0395,2020
301979,GM0395,2021
301980,GM0072,2010
301981,GM0072,2011
301982,GM0072,2012
301983,GM0072,2013
301984,GM0072,2014
301985,GM0072,2015
301986,GM0072,2016
301987,GM0072,2017
301988,GM0072,2018
301989,GM0072,2019
301990,GM0072,2020
301991,GM0072,2021
301992,GM0244,2010
301993,GM0244,2011
301994,GM0244,2012
301995,GM0244,2013
301996,GM0244,2014
301997,GM0244,2015
301998,GM0244,2016
301999,GM0244,2017
302000,GM0244,2018
302001,GM0244,2019
302002,GM0244,2020
302003,GM0244,2021
302004,GM0396,2010
302005,GM0396,2011
302006,GM0396,2012
302007,GM0396,2013
302008,GM0396,2014
302009,GM0396,2015
302010,GM0396,2016
302011,GM0396,2017
302012,GM0396,2018
302013,GM0396,2019
302014,GM0396,2020
302015,GM0396,2021
302016,GM0397,2010
302017,GM0397,2011
302018,GM0397,2012
302019,GM0397,2013
302020,GM0397,2014
302021,GM0397,2015
302022,GM0397,2016
302023,GM0397,2017
302024,GM0397,2018
302025,GM0397,2019
302026,GM0397,2020
302027,GM0397,2021
302028,GM0246,2010
302029,GM0246,2011
302030,GM0246,2012
302031,GM0246,2013
302032,GM0246,2014
302033,GM0246,2015
302034,GM0246,2016
302035,GM0246,2017
302036,GM0246,2018
302037,GM0246,2019
302038,GM0246,2020
302039,GM0246,2021
302040,GM0074,2010
302041,GM0074,2011
302042,GM0074,2012
302043,GM0074,2013
302044,GM0074,2014
302045,GM0074,2015
302046,GM0074,2016
302047,GM0074,2017
302048,GM0074,2018
302049,GM0074,2019
302050,GM0074,2020
302051,GM0074,2021
302052,GM0398,2010
302053,GM0398,2011
302054,GM0398,2012
302055,GM0398,2013
302056,GM0398,2014
302057,GM0398,2015
302058,GM0398,2016
302059,GM0398,2017
302060,GM0398,2018
302061,GM0398,2019
302062,GM0398,2020
302063,GM0398,2021
302064,GM0917,2010
302065,GM0917,2011
302066,GM0917,2012
302067,GM0917,2013
302068,GM0917,2014
302069,GM0917,2015
302070,GM0917,2016
302071,GM0917,2017
302072,GM0917,2018
302073,GM0917,2019
302074,GM0917,2020
302075,GM0917,2021
302076,GM1658,2010
302077,GM1658,2011
302078,GM1658,2012
302079,GM1658,2013
302080,GM1658,2014
302081,GM1658,2015
302082,GM1658,2016
302083,GM1658,2017
302084,GM1658,2018
302085,GM1658,2019
302086,GM1658,2020
302087,GM1658,2021
302088,GM0399,2010
302089,GM0399,2011
302090,GM0399,2012
302091,GM0399,2013
302092,GM0399,2014
302093,GM0399,2015
302094,GM0399,2016
302095,GM0399,2017
302096,GM0399,2018
302097,GM0399,2019
302098,GM0399,2020
302099,GM0399,2021
302100,GM0400,2010
302101,GM0400,2011
302102,GM0400,2012
302103,GM0400,2013
302104,GM0400,2014
302105,GM0400,2015
302106,GM0400,2016
302107,GM0400,2017
302108,GM0400,2018
302109,GM0400,2019
302110,GM0400,2020
302111,GM0400,2021
302112,GM0163,2010
302113,GM0163,2011
302114,GM0163,2012
302115,GM0163,2013
302116,GM0163,2014
302117,GM0163,2015
302118,GM0163,2016
302119,GM0163,2017
302120,GM0163,2018
302121,GM0163,2019
302122,GM0163,2020
302123,GM0163,2021
302124,GM0530,2010
302125,GM0530,2011
302126,GM0530,2012
302127,GM0530,2013
302128,GM0530,2014
302129,GM0530,2015
302130,GM0530,2016
302131,GM0530,2017
302132,GM0530,2018
302133,GM0530,2019
302134,GM0530,2020
302135,GM0530,2021
302136,GM0794,2010
302137,GM0794,2011
302138,GM0794,2012
302139,GM0794,2013
302140,GM0794,2014
302141,GM0794,2015
302142,GM0794,2016
302143,GM0794,2017
302144,GM0794,2018
302145,GM0794,2019
302146,GM0794,2020
302147,GM0794,2021
302148,GM0531,2010
302149,GM0531,2011
302150,GM0531,2012
302151,GM0531,2013
302152,GM0531,2014
302153,GM0531,2015
302154,GM0531,2016
302155,GM0531,2017
302156,GM0531,2018
302157,GM0531,2019
302158,GM0531,2020
302159,GM0531,2021
302160,GM0164,2010
302161,GM0164,2011
302162,GM0164,2012
302163,GM0164,2013
302164,GM0164,2014
302165,GM0164,2015
302166,GM0164,2016
302167,GM0164,2017
302168,GM0164,2018
302169,GM0164,2019
302170,GM0164,2020
302171,GM0164,2021
302172,GM0796,2010
302173,GM0796,2011
302174,GM0796,2012
302175,GM0796,2013
302176,GM0796,2014
302177,GM0796,2015
302178,GM0796,2016
302179,GM0796,2017
302180,GM0796,2018
302181,GM0796,2019
302182,GM0796,2020
302183,GM0796,2021
302184,GM0252,2010
302185,GM0252,2011
302186,GM0252,2012
302187,GM0252,2013
302188,GM0252,2014
302189,GM0252,2015
302190,GM0252,2016
302191,GM0252,2017
302192,GM0252,2018
302193,GM0252,2019
302194,GM0252,2020
302195,GM0252,2021
302196,GM0797,2010
302197,GM0797,2011
302198,GM0797,2012
302199,GM0797,2013
302200,GM0797,2014
302201,GM0797,2015
302202,GM0797,2016
302203,GM0797,2017
302204,GM0797,2018
302205,GM0797,2019
302206,GM0797,2020
302207,GM0797,2021
302208,GM0534,2010
302209,GM0534,2011
302210,GM0534,2012
302211,GM0534,2013
302212,GM0534,2014
302213,GM0534,2015
302214,GM0534,2016
302215,GM0534,2017
302216,GM0534,2018
302217,GM0534,2019
302218,GM0534,2020
302219,GM0534,2021
302220,GM0798,2010
302221,GM0798,2011
302222,GM0798,2012
302223,GM0798,2013
302224,GM0798,2014
302225,GM0798,2015
302226,GM0798,2016
302227,GM0798,2017
302228,GM0798,2018
302229,GM0798,2019
302230,GM0798,2020
302231,GM0798,2021
302232,GM0402,2010
302233,GM0402,2011
302234,GM0402,2012
302235,GM0402,2013
302236,GM0402,2014
302237,GM0402,2015
302238,GM0402,2016
302239,GM0402,2017
302240,GM0402,2018
302241,GM0402,2019
302242,GM0402,2020
302243,GM0402,2021
302244,GM1963,2010
302245,GM1963,2011
302246,GM1963,2012
302247,GM1963,2013
302248,GM1963,2014
302249,GM1963,2015
302250,GM1963,2016
302251,GM1963,2017
302252,GM1963,2018
302253,GM1963,2019
302254,GM1963,2020
302255,GM1963,2021
302256,GM1735,2010
302257,GM1735,2011
302258,GM1735,2012
302259,GM1735,2013
302260,GM1735,2014
302261,GM1735,2015
302262,GM1735,2016
302263,GM1735,2017
302264,GM1735,2018
302265,GM1735,2019
302266,GM1735,2020
302267,GM1735,2021
302268,GM1966,2010
302269,GM1966,2011
302270,GM1966,2012
302271,GM1966,2013
302272,GM1966,2014
302273,GM1966,2015
302274,GM1966,2016
302275,GM1966,2017
302276,GM1966,2018
302277,GM1966,2019
302278,GM1966,2020
302279,GM1966,2021
302280,GM1911,2010
302281,GM1911,2011
302282,GM1911,2012
302283,GM1911,2013
302284,GM1911,2014
302285,GM1911,2015
302286,GM1911,2016
302287,GM1911,2017
302288,GM1911,2018
302289,GM1911,2019
302290,GM1911,2020
302291,GM1911,2021
302292,GM0118,2010
302293,GM0118,2011
302294,GM0118,2012
302295,GM0118,2013
302296,GM0118,2014
302297,GM0118,2015
302298,GM0118,2016
302299,GM0118,2017
302300,GM0118,2018
302301,GM0118,2019
302302,GM0118,2020
302303,GM0118,2021
302304,GM0018,2010
302305,GM0018,2011
302306,GM0018,2012
302307,GM0018,2013
302308,GM0018,2014
302309,GM0018,2015
302310,GM0018,2016
302311,GM0018,2017
302312,GM0018,2018
302313,GM0018,2019
302314,GM0018,2020
302315,GM0018,2021
302316,GM0405,2010
302317,GM0405,2011
302318,GM0405,2012
302319,GM0405,2013
302320,GM0405,2014
302321,GM0405,2015
302322,GM0405,2016
302323,GM0405,2017
302324,GM0405,2018
302325,GM0405,2019
302326,GM0405,2020
302327,GM0405,2021
302328,GM1507,2010
302329,GM1507,2011
302330,GM1507,2012
302331,GM1507,2013
302332,GM1507,2014
302333,GM1507,2015
302334,GM1507,2016
302335,GM1507,2017
302336,GM1507,2018
302337,GM1507,2019
302338,GM1507,2020
302339,GM1507,2021
302340,GM0321,2010
302341,GM0321,2011
302342,GM0321,2012
302343,GM0321,2013
302344,GM0321,2014
302345,GM0321,2015
302346,GM0321,2016
302347,GM0321,2017
302348,GM0321,2018
302349,GM0321,2019
302350,GM0321,2020
302351,GM0321,2021
302352,GM0406,2010
302353,GM0406,2011
302354,GM0406,2012
302355,GM0406,2013
302356,GM0406,2014
302357,GM0406,2015
302358,GM0406,2016
302359,GM0406,2017
302360,GM0406,2018
302361,GM0406,2019
302362,GM0406,2020
302363,GM0406,2021
302364,GM0677,2010
302365,GM0677,2011
302366,GM0677,2012
302367,GM0677,2013
302368,GM0677,2014
302369,GM0677,2015
302370,GM0677,2016
302371,GM0677,2017
302372,GM0677,2018
302373,GM0677,2019
302374,GM0677,2020
302375,GM0677,2021
302376,GM0353,2010
302377,GM0353,2011
302378,GM0353,2012
302379,GM0353,2013
302380,GM0353,2014
302381,GM0353,2015
302382,GM0353,2016
302383,GM0353,2017
302384,GM0353,2018
302385,GM0353,2019
302386,GM0353,2020
302387,GM0353,2021
302388,GM1884,2010
302389,GM1884,2011
302390,GM1884,2012
302391,GM1884,2013
302392,GM1884,2014
302393,GM1884,2015
302394,GM1884,2016
302395,GM1884,2017
302396,GM1884,2018
302397,GM1884,2019
302398,GM1884,2020
302399,GM1884,2021
302400,GM0166,2010
302401,GM0166,2011
302402,GM0166,2012
302403,GM0166,2013
302404,GM0166,2014
302405,GM0166,2015
302406,GM0166,2016
302407,GM0166,2017
302408,GM0166,2018
302409,GM0166,2019
302410,GM0166,2020
302411,GM0166,2021
302412,GM0678,2010
302413,GM0678,2011
302414,GM0678,2012
302415,GM0678,2013
302416,GM0678,2014
302417,GM0678,2015
302418,GM0678,2016
302419,GM0678,2017
302420,GM0678,2018
302421,GM0678,2019
302422,GM0678,2020
302423,GM0678,2021
302424,GM0537,2010
302425,GM0537,2011
302426,GM0537,2012
302427,GM0537,2013
302428,GM0537,2014
302429,GM0537,2015
302430,GM0537,2016
302431,GM0537,2017
302432,GM0537,2018
302433,GM0537,2019
302434,GM0537,2020
302435,GM0537,2021
302436,GM0928,2010
302437,GM0928,2011
302438,GM0928,2012
302439,GM0928,2013
302440,GM0928,2014
302441,GM0928,2015
302442,GM0928,2016
302443,GM0928,2017
302444,GM0928,2018
302445,GM0928,2019
302446,GM0928,2020
302447,GM0928,2021
302448,GM1598,2010
302449,GM1598,2011
302450,GM1598,2012
302451,GM1598,2013
302452,GM1598,2014
302453,GM1598,2015
302454,GM1598,2016
302455,GM1598,2017
302456,GM1598,2018
302457,GM1598,2019
302458,GM1598,2020
302459,GM1598,2021
302460,GM0079,2010
302461,GM0079,2011
302462,GM0079,2012
302463,GM0079,2013
302464,GM0079,2014
302465,GM0079,2015
302466,GM0079,2016
302467,GM0079,2017
302468,GM0079,2018
302469,GM0079,2019
302470,GM0079,2020
302471,GM0079,2021
302472,GM0588,2010
302473,GM0588,2011
302474,GM0588,2012
302475,GM0588,2013
302476,GM0588,2014
302477,GM0588,2015
302478,GM0588,2016
302479,GM0588,2017
302480,GM0588,2018
302481,GM0588,2019
302482,GM0588,2020
302483,GM0588,2021
302484,GM0542,2010
302485,GM0542,2011
302486,GM0542,2012
302487,GM0542,2013
302488,GM0542,2014
302489,GM0542,2015
302490,GM0542,2016
302491,GM0542,2017
302492,GM0542,2018
302493,GM0542,2019
302494,GM0542,2020
302495,GM0542,2021
302496,GM1931,2010
302497,GM1931,2011
302498,GM1931,2012
302499,GM1931,2013
302500,GM1931,2014
302501,GM1931,2015
302502,GM1931,2016
302503,GM1931,2017
302504,GM1931,2018
302505,GM1931,2019
302506,GM1931,2020
302507,GM1931,2021
302508,GM1659,2010
302509,GM1659,2011
302510,GM1659,2012
302511,GM1659,2013
302512,GM1659,2014
302513,GM1659,2015
302514,GM1659,2016
302515,GM1659,2017
302516,GM1659,2018
302517,GM1659,2019
302518,GM1659,2020
302519,GM1659,2021
302520,GM1685,2010
302521,GM1685,2011
302522,GM1685,2012
302523,GM1685,2013
302524,GM1685,2014
302525,GM1685,2015
302526,GM1685,2016
302527,GM1685,2017
302528,GM1685,2018
302529,GM1685,2019
302530,GM1685,2020
302531,GM1685,2021
302532,GM0882,2010
302533,GM0882,2011
302534,GM0882,2012
302535,GM0882,2013
302536,GM0882,2014
302537,GM0882,2015
302538,GM0882,2016
302539,GM0882,2017
302540,GM0882,2018
302541,GM0882,2019
302542,GM0882,2020
302543,GM0882,2021
302544,GM0415,2010
302545,GM0415,2011
302546,GM0415,2012
302547,GM0415,2013
302548,GM0415,2014
302549,GM0415,2015
302550,GM0415,2016
302551,GM0415,2017
302552,GM0415,2018
302553,GM0415,2019
302554,GM0415,2020
302555,GM0415,2021
302556,GM0416,2010
302557,GM0416,2011
302558,GM0416,2012
302559,GM0416,2013
302560,GM0416,2014
302561,GM0416,2015
302562,GM0416,2016
302563,GM0416,2017
302564,GM0416,2018
302565,GM0416,2019
302566,GM0416,2020
302567,GM0416,2021
302568,GM1621,2010
302569,GM1621,2011
302570,GM1621,2012
302571,GM1621,2013
302572,GM1621,2014
302573,GM1621,2015
302574,GM1621,2016
302575,GM1621,2017
302576,GM1621,2018
302577,GM1621,2019
302578,GM1621,2020
302579,GM1621,2021
302580,GM0417,2010
302581,GM0417,2011
302582,GM0417,2012
302583,GM0417,2013
302584,GM0417,2014
302585,GM0417,2015
302586,GM0417,2016
302587,GM0417,2017
302588,GM0417,2018
302589,GM0417,2019
302590,GM0417,2020
302591,GM0417,2021
302592,GM0022,2010
302593,GM0022,2011
302594,GM0022,2012
302595,GM0022,2013
302596,GM0022,2014
302597,GM0022,2015
302598,GM0022,2016
302599,GM0022,2017
302600,GM0022,2018
302601,GM0022,2019
302602,GM0022,2020
302603,GM0022,2021
302604,GM0545,2010
302605,GM0545,2011
302606,GM0545,2012
302607,GM0545,2013
302608,GM0545,2014
302609,GM0545,2015
302610,GM0545,2016
302611,GM0545,2017
302612,GM0545,2018
302613,GM0545,2019
302614,GM0545,2020
302615,GM0545,2021
302616,GM0080,2010
302617,GM0080,2011
302618,GM0080,2012
302619,GM0080,2013
302620,GM0080,2014
302621,GM0080,2015
302622,GM0080,2016
302623,GM0080,2017
302624,GM0080,2018
302625,GM0080,2019
302626,GM0080,2020
302627,GM0080,2021
302628,GM0081,2010
302629,GM0081,2011
302630,GM0081,2012
302631,GM0081,2013
302632,GM0081,2014
302633,GM0081,2015
302634,GM0081,2016
302635,GM0081,2017
302636,GM0081,2018
302637,GM0081,2019
302638,GM0081,2020
302639,GM0081,2021
302640,GM0546,2010
302641,GM0546,2011
302642,GM0546,2012
302643,GM0546,2013
302644,GM0546,2014
302645,GM0546,2015
302646,GM0546,2016
302647,GM0546,2017
302648,GM0546,2018
302649,GM0546,2019
302650,GM0546,2020
302651,GM0546,2021
302652,GM0547,2010
302653,GM0547,2011
302654,GM0547,2012
302655,GM0547,2013
302656,GM0547,2014
302657,GM0547,2015
302658,GM0547,2016
302659,GM0547,2017
302660,GM0547,2018
302661,GM0547,2019
302662,GM0547,2020
